MainImage,Title,DataFilter,PlaceFilter,Subtitle,DramaPlace,Dialogue,Place,Address,LatitudeValue,LongitudeValue
1_01_01.jpg,나는 토요일마다 그 애를 보러 간다,1,1,전주,희도네,"""누가 배상하래?""<br>""그럼 뭘 하라는 건데.""<br>""모르지, 난 그냥 화를 내고 싶었어. 화가 나니까. 조심히 가.""",전주크로싱게스트하우스,전라북도 전주시 완산구 오목대길 5-19,35.813167,127.155306
1_02_01.jpg,"토요일 다음으로 기다리는 건, 풀 하우스",1,2,전주,명진책대여점,"“잠깐만, 이름이 뭐야? 대여 기록 남겨야 돼서.”<br>“희도, 나희도. 넌 이름이 뭔데? 그냥 묻는 거야. 통성명이 예의니까.”<br>“백이진”<br>“신문 사절은 취소야, 백이진.”",소리방앗간,전라북도 전주시 완산구 서학3길 63,35.808312,127.151849
1_03_01.jpg,난 니가 뭘 함부로 해서 좋아,1,3,전주,아현슈퍼,"""너 보면 내 생각이 나. 열여덟의 나 같아.""<br>""돌아가고 싶어?""<br>""절실해.""<br>""뭐가 제일 그리운데?""<br>""그냥 그 때의 걱정들이 그리워.""",동네수퍼,전라북도 전주시 완산구 남고산성1길,35.806452,127.157873
1_04_01.jpg,오늘까지만 서툴겠습니다,1,4,전주,이진 신문배달 골목길,"""저 이 동네도 처음이고 신문 배달도 처음이에요. ""<br>""그래서요?""<br>""누구에게나 처음은 있잖아요. 그 처음이 오늘이니까 오늘까지만 서툴겠습니다. 내일부턴 늦지 않을게요.""",싸목싸목게스트하우스,전라북도 전주시 완산구 향교길 97-18,35.812434,127.155443
1_05_01.jpg,나 이거 보고 있으면 행복해져,1,5,전주,선중여고 수돗가,"""어때? 신나지! 기분 엄청 좋아지지 않아? 나 이거 보고 있으면 행복해져. 왜? 별로야?""<br>""하나 갖곤 별로 안 행복한데.""<br>""역시 어른은 스케일이 다르구나. 이거 다 튼다고는 생각도 못했어.""<br>""이제 좀 신이 나네.""<br>""좀 신이 나는 정도가 아니라니까. 너무 행복하지 않아?""",전주제일고등학교,전라북도 전주시 완산구 관선5길 15,35.821701,127.158122
1_06_01.jpg,멀리서 지켜볼 때가 더 가까웠던 거 같아,1,6,전주,태양고등학교 버스정류장,"""오히려 멀리서 지켜볼 때가 더 가까웠던 거 같아.""<br><br>“이젠 안 두렵지? 우리 많이 친해졌잖아.”<br>“아니. 난 여전히 네가 두려워, 나희도.”",국립무형유산원,전라북도 전주시 완산구 서학로 95,35.809249,127.158192
1_07_01.jpg,아무도 몰래 잠깐만 행복하자,1,7,전주,행복 약속과 이별,"""둘이 있을 땐 아무도 몰래 잠깐만 행복하자.이건 우리 둘만의 비밀이야.""<br><br>""안녕, 백이진.""<br>""안녕, 나희도.""<br>'우리의 시대였다. 사랑도 우정도 잠시 가졌다고 착각했다. 지나고 보면 모든 게 연습이었던 날들. 함부로 영원을 이야기했던 순간들. 나는 그 착각이 참 좋았다. 그래도 가질 수 있었던 것이 하나 있었지. 그해 여름은 우리의 것이었다.'",한벽굴,전라북도 전주시 완산구 교동,35.811977,127.161041
1_08_01.jpg,이따 문방구 가자,1,8,전주,뽑기 문구점,"""앞으로의 네 운을 시험해 보는 거지. 기회는 총 6번이야, 골라봐.""",부부문구서점,전라북도 전주시 완산구 거마남로 70,35.795395,127.124411
1_09_01.jpg,만들고 싶은 의자가 있어요,1,9,전주,희도의 목공 배움 장소,"""만들고 싶은 의자가 있어요. 가르쳐 주세요.""<br><br>""사장님, 저 의자 뭐에요? 이게 왜 여기 있어요?""<br>""아 저거? 너 신재경 알아? 뉴스 진행하는 사람. 그 사람이 맡기고 간 의자야.""",명성목공소,전라북도 전주시 덕진구 건산로 148,35.833144,127.153414
1_10_01.jpg,"지웅아, 너 장갑",1,10,전주,유림-지웅 오락실 데이트,"""지웅아, 너 장갑.""<br>""아, 맞다. 고마워.""",맹꽁이오락실,전라북도 전주시 완산구 기린대로,35.819549,127.153417
2_01_01.jpg,난 팬이랑은 안 사귀지,2,1,서울,코끼리분식(유림이네),"""너 진짜 좀 이상해.""<br>""나도 내가 요즘 이상해. 앞으로 너 자주 못 본다고 생각하니까 한 시간을 여기서 기다리게 되더라. 진짜 이상하지.""",효자분식,서울특별시 종로구 필운대로 108-2,37.583822,126.969097
2_02_01.jpg,"나, 널 가져야겠어",2,2,서울,라이더37-인절미 첫만남 장소,"수많은 밤을 위로했던 우리의 이야기들. 그게 너라면 나는 자격이 충분하다.<br>""인절미, 아니 백이진. 나, 널 가져야겠어!""",마로니에공원,서울특별시 종로구 대학로 104,37.580519,127.002811
2_03_01.jpg,"학생이 지도를 요청을 하면은,",2,3,서울,희도 훈련ver.모래주머니,"""매일 아침 몸에 5kg, 다리에 3kg, 팔에 2kg, 도합 10kg의 모래주머니를 딱 차고 느그 집에서 우리 집까지 뛰어온다. 그라고 내를 깨운다.""",도봉산무수골,서울특별시 도봉구 도봉로 169길,37.677734,127.035952
2_04_01.jpg,그 요청에 응하는 게 코치로서의 의무다,2,4,서울,희도 훈련ver.약수터,"""주말마다 물통 두 개를 들고 뒷산을 오른다. 정상에 있는 약수터에 가 갖고 약수를 받아가 우리 집으로 배달한다. 제한 시간은 두 시간. 내려올 때 시간 걸리니까 올라갈 때는 뛰어 올라 가야겠제?""",와룡공원,서울특별시 종로구 와룡공원길 192,37.588976,126.986732
2_05_01.jpg,저 전화 한 통 하고 들어갈게요,2,5,서울,희도&코치쌤 국가대표 기념 회식,"""저 전화 한 통 하고 들어갈게요. 알려주고 싶은 사람이 있어서.""<br><br>""꿈 이룬 거 축하해.""<br>""국가 대표가 이런 거구나. 고유림이 먼저 말 걸어 주는 거.""<br>""축하해주는 사람한테 비아냥거리지 말지?""",마포진짜원조최대포본점,서울특별시 마포구 마포대로 112-4,37.544646,126.951864
2_06_01.jpg,"늦어서 미안해 봤어, 15권?",2,6,서울,이진 기자 되고 반 년만의 재회,"""늦어서 미안해. 봤어, 15권?""<br>""아니, 이제 보면 되겠다.""",광화문광장,서울 종로구 세종대로 172,37.571174,126.977675
2_07_01.jpg,희망찬 새해를 기대하고 있는 모습입니다,2,7,서울,새해맞이 취재,"""이곳 보신각 앞에는 잠시 후 열릴 타종행사 관람을 위해 찾아온 시민들로 붐비고 있습니다. 영하 8도의 추위에도 시민들은 활기찬 표정으로 희망찬 새해를 기대하고 있는 모습입니다.""",보신각,서울특별시 종로구 종로 54,37.56993,126.983583
2_08_01.jpg,"새해 복 많이 받아, 백이진!",2,8,서울,새해맞이 불꽃구경,"""이런 데 어떻게 알았어?""<br>""잠복 취재 하다 알았어. 여기 문제 있는 사람들이 좀 살거든.""<br>""그런 순간에도 나를 떠올렸다, 이거지?""<br>""넌 내가 널 얼마나 생각하는지 모를 거야.""<br>""계속 몰라야지.""",성북오동공원,서울특별시 성북구 화랑로13길 144,37.610281,127.042737
2_09_01.jpg,힙합의 시대가 열릴 것 같아서,2,9,서울,지웅 댄스배틀,"""왜 자꾸 힙합 판에 기웃대냐?""<br>""힙합의 시대가 열릴 것 같아서.""<br>""그래? 왜?""<br>""내가 반응하잖아.""",압구정나들목,서울특별시 강남구 압구정동 495,37.530587,127.041643
3_01_01.jpg,엄마랑 나는 아빠 얘기를 절대 안 해,3,1,강릉,수학여행 숙소,"""근데 나는 하고 싶거든? 아빠 보고싶다고. 나만큼 우리 아빠 잘 아는 사람은 이제 엄마밖에 없는데... 근데 안 해.""",강릉가이택펜션,강원도 강릉시 사천면 해안로 720,37.819214,128.890457
3_02_01.jpg,영원할 건가 보다 영원하자,3,2,고성,수학여행 바다,"“이 여름은 공짜야! 우리가 사자!""<br>“여름을 사자고?”<br>“응! 우리가 이 여름의 주인이 되는 거야. 그럼 적어도 이 여름은, 우리 거잖아.”<br><br>“나 왜 이 순간이 영원할 것 같지?”<br>“영원할 건가 보다. ...영원하자.”",삼포해수욕장,강원도 고성군 죽왕면 삼포리,38.316442,128.533601
3_03_01.jpg,출발하기 전에 사진 한 방 찍자!,3,3,강릉,수학여행 이튿날,"""형, 방금 뭐하신 거에요?""<br>""누군가도 다시 일어설 수 있었으면 좋겠어서.""<br>""저 동전으로요? 어떻게요?""<br>""몰라도 돼.""",금진해변,강원도 강릉시 옥계면 금진리,37.636471,129.044975
3_04_01.jpg,형이야말로 내 핑계 대지 마. 비겁하게,3,4,동해,이진 삼촌네,“일이 힘든 게 아니야... 이런 게 힘든 거야. 둘도 없는 동생한테 이런 취급받는 거. 네가 상처 없이 컸으면 좋겠다고 생각해서 난 다 포기하고 내려왔어. 나한텐 그게 제일 중요했으니까.”<br>“제발 나 때문이라고 하지 마! ··· 형이야말로 내 핑계 대지 마. 비겁하게.”,묵호논골담길,강원도 동해시 논골3길,37.554785,129.118974
3_05_01.jpg,네가 있는 곳에 내 응원이 닿게 할게,3,5,삼척,응원이 닿기를,"""백이진. 나야 희도. 네가 사라져서 슬프지만 원망하진 않아. 네가 이유 없이 나를 응원했듯이 내가 너를 응원할 차례가 된 거야. 네가 어디에 있든 네가 있는 곳에 내 응원이 닿게 할게. 내가 가서 닿을게. 그때 보자.""",신남항,강원도 삼척시 원덕읍 신남길 104,37.267224,129.328813
3_06_01.jpg,"엄마, 나 서울 갈래요",3,6,양양,이진-이진엄마 바다 데이트,"""엄마, 나 서울갈래요. 도망은 여기까지예요. 처음부터 다시 시작할래요.""",하조대해수욕장,강원도 양양군 현북면 하광정리,38.024766,128.722318
3_07_01.jpg,무지개는 필요 없어,3,7,춘천,무지개,"""넌 항상 날 옳은 곳으로, 좋은 곳으로 이끌어.”<br>“그게, 내가 생각하는 우리 관계의 정의야. 이름은, 무지개. ···맞다, 넌 무지개 아니라고 했잖아. 너 아직 대답 안 했어. 무지개 아니고 뭔지.”<br>“···사랑. 사랑이야. 난 널 사랑하고 있어, 나희도. 무지개는, 필요 없어”",춘천대교,강원도 춘천시 근화동,37.888665,127.70842
3_08_01.jpg,오빠와 마시는 지나친 음주는!,3,8,원주,이진 파라솔 질투,"""이거 네가 쓴 거지? 오빠와 마시는 지나친 음주는 건강에 해롭습니다. 딴 사람한테 오빠라고 했다고 꼽주는 거야?""<br>""뭐라는 거야. 난 모르는 일이야.""",치악체육관,강원도 원주시 명륜동 313,37.338145,127.940987
4_01_01.jpg,오늘 풀하우스 12권 풀린대요!,4,1,인천,유람 서점 문구,"""엄마, 이진 오빠 일하는 데 전화번호 받아놓은 거 있지. 전화번호 빨리 줘 봐.""",유림서점,인천광역시 중구 참외전로72번길 9-2,37.478029,126.628123
4_02_01.jpg,"안 미안해도 돼, 아빠 만났어",4,2,인천,슬리퍼 벗겨진 날,"""나 때문에 아빠랑 못 만났다고 생각하니까 너무 미안해서 다시는 네 얼굴 못 볼 것 같았어. 그게 너무 무서웠어.""",서니구락부,인천광역시 중구 관동1가 24,37.473805,126.620447
4_03_01.jpg,다신 하지 않겠다고 약속해,4,3,수원,유림 다이빙장,“고유림. 다 괜찮으니까 하나만 약속해. 다이빙 그거 하지마. 그거 너무 위험해. 다신 하지 않겠다고 약속해.”,수원월드컵경기장다이빙풀,경기도 수원시 팔달구 우만1동 228,37.290063,127.034988
4_04_01.jpg,넌 꿈이 원래 기자였니?,4,4,고양,UBS 회식 장소,"""꿈대로 살지 않는다고 실패한 인생도 아닌 거 같고, 꿈꾸는 대로 산다고 성공한 인생도 아닌 것 같습니다. 그냥 저는 지금 저한테 주어진 일을 잘 해내고 싶습니다. 그게 현재 제 꿈입니다.”",사랑채정육식당,경기도 고양시 덕양구 도내로1,37.624223,126.846748
4_05_01.jpg,거기가 내 일터고 내가 선택한 일이죠,4,5,고양,이진 뉴욕 카페,"""그만두고 싶진 않습니까? 다들 너무 오래 슬픔에 잠겨 있잖아요.""<br>""글쎄요, 거기가 내 일터고 그게 내가 선택한 일이죠. 나는 내 일을 하고 당신은 당신의 일을 하는 것으로 모두의 삶이 지속되고 있죠.""",카페111호,경기도 고양시 일산동구 무궁화로 31-2,37.663052,126.767687
4_06_01.jpg,"너무 힘들지 말자, 우리",4,6,수원,동네 버스정류장,"""너무 힘들지 말자, 우리.""",수원화성남포루,경기도 수원시 팔달구 교동 6-197,37.277444,127.013549
4_07_01.jpg,영천역 가는 제일 빠른 기차표 끊어주세요,4,7,경주,펜싱칼 찾으러 간 영천역,"""대체 어느 선수가 시합에서 남의 칼을 써요. 그 칼이랑 같이 연습한 시간이 얼만데.""<br><br>""지금 영천역 가는 제일 빠른 기차표 좀 끊어주세요.""",건천역,경상북도 경주시 건천읍 내서로 1038-18,35.854174,129.097301
4_08_01.jpg,"경기 시작 50분 남았어, 뛰어",4,8,경주,펜싱칼 찾으러 간 경주역,"""경기장 못 갈까 봐, 경기도 못 뛰어보고 질까 봐. 내가 얼마나 준비했는데...""<br>""우린 15분 후에 경기장에 도착할 거고, 넌 30분 몸 풀고 결승전 치를 거야.""",경주역,경상북도 경주시 원화로 266(성동동),35.844368,129.217767
4_09_01.jpg,우린 목적지가 같거든,4,9,경주,희도-이진 경주 아시안 게임 경기장 가는 길,"""너랑 내가 모르는 사이였어도, 지금처럼 같이 가고 있을 거야. 우린 목적지가 같거든.""",보문관광단지,경상북도 경주시 보문로 446,35.842679,129.286341
4_10_01.jpg,"정식 기자 됐어, 스포츠 기자",4,10,고창,이진-희도 A코스,"“그렇게 말하니까, 이 순간도 되게 소중한 것 같다.”<br>“그렇지. 언젠간 추억이 될 거니까. 정신 차리고 똑바로 기억하자. 백이진, 나희도, A 코스, 맛있다. 오케이?”<br>“왼쪽 팔에 멍, 삐뚤어진 나희도, 보라색 곱창, 내 명함은 안중에도 없고. 아휴, 내 추억은 이렇겠네.”<br>“(백이진의 명함을 이마에 탁 붙이며) 추억 수정.”",퍼핀,전라북도 고창군 심원면 심원로 239-5,35.525903,126.553324
4_11_01.jpg,"안 다쳤어, 알콩?",4,11,완주,알콩-달콩-이진 3자대면,"""안 다쳤어, 알콩?""<br><br>“아까 네 뒷모습 보고 심장 떨어지는 줄 알았어. 놓칠까 봐.”<br>“...무지 시끄러웠는데 네 목소리 밖에 안 들리더라.”",몽펠리에프로방스레스토랑,전라북도 완주군 소양면 원대흥길 127-2,35.881614,127.245093
4_12_01.jpg,발레 그만둘래,4,12,금산,민채 발레 경기장,"""너 지금 포기한 거야? 해보지도 않고 포기하는 게 무슨경우야.""<br>""이미 졌어. 최윤서 하는 거 봤을 거 아냐. 어차피 못 이겨.""<br>""못 이기면 뭐. 못 이기면 어떻게 되는데. 1등 아니면 의미 없어?""<br>""없어. 나 발레 그만둘래.""",금산다락원,충청남도 금산군 금산읍 금산로 1559,36.112786,127.492222
4_13_01.jpg,나 진짜 네 세계로 갈게,4,13,논산,태양고등학교,"""그냥 팬이야, 팬!""<br>""고마워! 잘 쓸게!""<br>""기다려, 고유림. 나 진짜 네 세계로 갈게.""",논산여자상업고등학교,충청남도 논산시 시민로 197,36.184074,127.095053
4_14_01.jpg,모래 주머니 빼니까 열라 빠르네!,4,14,당진,희도 달리기 - 이진 스포츠카,"""백이진! 이거 무슨 차야?""<br>""야, 너 왜 쫓기고 있는데? 너 뭐 잘못했냐 또?""<br>""나 잘못한 거 아니거든. 쫓기고 있으면 태워줘야 겠다는 생각이 먼저 아냐?"" ",당진종합운동장,충청남도 당진시 고대면 고대로 33 게이트볼경기장,36.922031,126.599828
4_15_01.jpg,40분 늦었다?,4,15,동두천,영화 데이트,"""내가 진짜 너 이럴 줄 알고! 다음 시간도 예매해놨어.""<br>""역시, 천재야.""<br>""내 말이.""<br>""가자.""",동두천문화극장,경기도 동두천시 동광로 66,37.908219,127.055713
,,,,,,,,,,
홈 화면 이미지,홈 화면 제목,지역분류,,서브제목,장소페이지 큰 글씨 내용,장소페이지 작은 글씨 내용,장소페이지Plac &사이트이름,장소페이지 Address,,
,,1 전주,,,,*html에서 <br>은 줄내림*,,,,
,,2 서울,,,,*다른 장면이면 <br><br> (2번 사용해서 구분),,,,
,,3 강원,,,,,,,,
,,4 ETC,,,,,,,,
4_03_01.jpg,"왼발, 왼발, 왼발!",4,,인천,슬리퍼 벗겨진 날 2인3각,"""왼발, 왼발, 왼발, 아니 왼발이라고!""<br>""아 나한테 왼발인 줄 알았지!""<br>""너 지금 나한테 짜증낸 거야? 둘이 있을 때 행복하기로 한 거 아니었어?""<br>""짜증낸 게 아니라 항의한 거거든!""",개항누리길,인천광역시 중구 해안동2가 11,37.472844,126.620852
4_08_01.jpg,"아... 나희도, 진짜.",4,,경주,경주 아시안 게임 경기장 주변,"(부재중)<br>""아... 나희도, 진짜."" (급 좌회전)",불국사공영주차장,경상북도 경주시 불국동 74-5,35.786109,129.328624